id,peer_username,peer_participants_count,date,fwd_id,type,tag,views,text
35925,bbcpersian,981254,1397/11/17 16:13:35,,text,1,176243,🔸جهانگیری: تعرفه واردات گوشت صفر شد  🔺معاون ریاست‌جمهوری ایران می‌گوید تعرفه واردات گوشت صفر شده است تا هر کسی که می‌تواند با ارز نیمایی گوشت وارد کند.   🔺اسحاق جهانگیری گفت: 'وضع توزیع گوشت بسیار نامناسب بوده و به هیچ وجه قابل قبول نیست به همین خاطر تصمیماتی گرفته شد تا نحوه توزیع صحیح گوشتی که با ارز ۴ هزار و ۲۰۰ تومان وارد می‌شود به نیازمندان این بخش برسد. قرار شد در این زمینه تا اواخر این هفته یا هفته آینده پیشنهادی به من داده شود و اگر درست بود به آن عمل کنیم تا دغدغه این بخش برطرف شود. تعرفه گوشت برای واردات را صفر کردیم و اجازه داده شد که هرکسی از هرجایی با ارز نیمایی بتواند گوشت وارد کند تا به این طریق واردات گوشت اضافه شود'. https://bbc.in/2DXkCV0 @bbcpersian
161643,akharinkhabar,3319415,1397/12/13 12:27:46,,photo,0,181082,🔺تکمیلی 3 / سخنگوی وزارت امور خارجه در واکنش به اظهارات عادل الجبیر که مدعی شده مسئولیت تداوم جنگ در یمن به عهده ایران است:  🔹الجبیر در مقطعی ناچار شد عادت را ترک کند و کار خوبی بود که مجددا به آن عادت بازگشته و به سخنان بی ربط علیه ایران پرداخته است 🔹فجایع توسط دولت متبوع ایشان رخ داد. این سخنان بی ربط و تکراری است و این فرافکنی‌ها مشکلات عربستان را نمی‌تواند حل کند و حقایق جهانی روشن است  @Akharinkhabar
31082,VahidOnline,181469,1397/01/21 19:14:50,,webpage,1,125467,Qalamranjeh: t.co/gZDK95lniQ  Masoumeh Naseri: فاطمه حقیقت‌جو، نماینده سابق مجلس که محجبه و چادری بود، در پستی که در کانال تلگرامش منتشر کرده نوشته است روسری از سر برمی‌دارد. تصمیم سختی بوده است.  twitter.com/mimnoon/status/983546489464147970   Mehdi Parpanchi: «من، فاطمه حقیقت‌جو اعلام می‌کنم در حمایت از حق انتخاب زنان و در محکومیت هر گونه خشونت و زندان علیه زنانی که مخالف حجاب اجباری هستند که با نافرمانی مدنی و تحمل هزینه‌های سنگین درصدد رساندن صدای خود به مردم و مسوولان کشور هستند روسری از سر خود بر می‌دارم»  twitter.com/Parpanchi/status/983692450345750528   Behzad Vafakhah: [...] مشکلم با اصلاح طلبها همینه. بعد از کلی گرفت و گیر میرسند جایی که بقیه از اول اونجا بودند! twitter.com/bvvafakhah/status/983672000475467776   Ali: فاطمه حقیقت‌جو چنتا توجیه و تفسیر اجتماعی،سیاسی‌وحتی دینی!برای برداشتن حجابش اورده؛یه زمانی منم واسه تغییراتی ک خلاف دین تو زندگی شخصیم داشتم ازین توجیهای عجیب غریب میاوردم؛زمان برد ولی فهمیدم دین یه سالاد از کلی غلط و درسته؛دین‌داری مسیر درستی واسه داشتن یه زندگی اخلاقی نیست  S_OMD_92: به نظر من این برداشت های شخصی و کاستومایز کردن دین اگه ضرری برای بقیه نداشته باشه، اشکالی نداره ...👇 twitter.com/agsmnzd/status/983704560555495424   Farin Assemi: خانم #حقیقت‌جو پیشتر در مصاحبه با برنامه #تابو #رادیوفردا هم گفته بود که چند سالیست بدون اینکه ازدواج کند با آقایی زندگی می‌کند و به اصطلاح #ازدواج_سفید کرده #حجاب_اجباری  twitter.com/FareenAssemi/status/983689586797891584   دلدار: عقاید باهاش متفاوته، ولی به نظرم جز معدود کسانی بود که به حرفهایی که می زد اعتقاد داشت. به عبارتی میشه گفت شایسته اسمش هست.  #حجاب_اجباری  twitter.com/Namnam_84/status/983611105166675968   توییت فاطمه حقیقت‌جو: twitter.com/haghighatjoo/status/983551451178913792   و توضیحاتش در تلگرام: t.me/DrFatemehHaghighatjoo/10  📡 @VahidOnline
149474,Khabar_Fouri,1444085,1398/02/29 12:11:59,,photo,1,181381,#فوری قرار جلب به دادرسی پوری حسینی صادر شد  🔹شعبه ۱۰۵۷ دادگاه کارکنان دولت قرار منع تعقیب علی‌اشرف عبدالله‌پوری حسینی رئیس سازمان خصوصی سازی در پرونده شکایت حسین هدایتی را نقض و قرار جلب به دادرسی صادر کرد. /تسنیم #قضایی
54804,TopMedi,282841,1398/06/31 23:06:46,,video,1,139098,#عجیب_ولی_واقعی  فرد شیّادی که درصد قابل قبولی 'جانبازی' داره پاشده از ۴ تا دختر داوطلب کنکور ، نفری ۱۰۰ میلیون تومن گرفته وهر چهار تاشونو عقد دائم کرده ! به این ترتیب این چهار تا دختر ، شدن:《همسر جانباز》 تا جائیکه قوانین سازمان سنجش هم اجازه میداده از سهمیه‌کنکور 'همسر جانباز' بودنشون استفاده کردن !! بعد از اعلام نتایج کنکور هم طلاق می‌گیرن و میرن سراغ درس و مشق‌شون!! و چون هیچ عمل زناشویی بین‌شون صورت نگرفته،قانوناً میتونن شناسنامه‌ی المثنی بگیرن که هیچ اسمی درش نوشته نشده !! به همین راحتی ، و به همین خوشمزگی!!😎😊😏  همونطور که می‌بینید دنیا هنوز قشنگی‌هاشو داره !به شرط اینکه چشمای خوشگل‌تونو روی زیبائی‌های دنیا نبندید !! بعضی از ایرانی ها شیطان رو هم درس میدهند!!!  @Topmedi
45544,iranfnews,2762489,1397/07/08 19:23:40,,video,1,150603,انتقادات تند وزیر بهداشت از حامیان دیروز تتلو: شما چه فرقی با فرقان دارید؟/ زمانی که قدرت داشتید چه بلایی سر کشور آوردید؟/با مایوس کردن ملت و با این تهمت‌ها کدام ریشه‌ها را می‌خواهید بزنید؟ @iranfnews
15355,akhbar_montakhab,1498440,1397/01/29 13:47:32,,text,1,140557,♦️توضیحات دادستان تهران در خصوص آخرین وضعیت سعید مرتضوی  🔹دادستانی در مورد پرونده‌هایی که با حیثیت دستگاه قضایی مرتبط است، طبق قانون عمل کرده و خواهد کرد؛ و در مورد این محکوم نیز دستورات لازم برای اجرای حکم به ضابطین داده شده و به کسانی که مسئول پیگیری موضوع هستند، تأکید شده است که باید حکم صادره اجرا شود #منبع_مهر  @Akhbar_montakhab
57093,iranfnews,2718628,1397/10/10 19:28:04,,photo,1,111423,🔺سفر سرلشکر باقری به جزیره ابوموسی   هشدارهای رئیس ستاد کل نیروهای مسلح: 🔹برخی کشورهای حاشیه جنوبی خلیج فارس از آمریکا برای توطئه افکنی در خلیج فارس دعوت می‌کنند. 🔹دشمنان منطقه‌ای ایران بدانند که جمهوری اسلامی ایران در کنار دکترین صلح طلبی،حضور نظامی قدرتمند و قاطعی هم دارد که در صورت لزوم ضمن دفاع از تمامیت ارضی خود کشورهای پیشنهاد دهنده را هم مسئول عواقب بعدی می‌داند. 🔹برخی کشور‌ها به آمریکا دل نبندد، چون همین آمریکا پس از چند سال خشونت و هرج و مرج طلبی چاره ای جز خروج از کشور سوریه نیافت. 🔹تامین امنیت در منطقه تنها با همراهی همه کشور‌های منطقه شدنی است و حضور بیگانگان مخل این هدف بوده است.  @iranfnews
115897,akhbarefori,2117072,1397/01/08 14:16:35,,text,1,278227,♦️یک دختر ۱۸ ساله کانادایی، برنده ۷۸۰ هزار دلار در بخت‌ آزمایی شد  🔹یک نوجوان هجده ساله کانادایی که در روز تولد خود برای اولین بار اقدام به خرید بلیط بخت آزمایی (لاتاری) کرده بود، برنده جایزه بزرگ این قرعه کشی شد. 🔹این نوجوان برای گرفتن جایزه خود دو گزینه داشت؛ یا ۷۸۰ هزار دلار بصورت یکجا دریافت کند و یا هفته‌ای هزار دلار (معادل ۴۳۰۰ دلار در ماه) تا پایان عمر بگیرد. 🔹او پس از مشورت با مشاور مالی خود تصمیم گرفت به جای دریافت یک جای پول، گزینه پرداخت ماهیانه را چون مشمول مالیات نمی‌شود، بگیرد. @AkhbareFori
173876,akharinkhabar,3319415,1398/03/16 15:29:32,,video,1,203713,🔺روايت رئيس سازمان تبليغات اسلامي از اشرافي گري و فاميل بازي مسئولان  @Akharinkhabar
22453,sedaiemardom,404297,1397/06/17 19:25:24,,webpage,1,421134,​​🔴 بیانیه مقتدی صدر درباره ناآرامی‌های بصره 🆔 @Sedaiemardom دویچه‌له- مقتدی صدر، روحانی بانفوذ شیعه، در واکنش به ناآرامی‌های بصره در بیانیه‌ای از معترضان خواست تا تظاهرات اعتراضی را تا آغاز ماه جدید میلادی (سه هفته دیگر) متوقف کنند. او همچنین در این بیانیه ضرب‌الاجلی ۴۵ روزه برای حل بحران بصره تعیین کرد.  در بیانیه مقتدی صدر آمده است: «اگر نمایندگان در جلسه فوق‌العاده امروز پارلمان به راه‌حلی جدی و کارآمد برای بحران استان بصره دست‌یابند، باید مرحله دوم که همان تشکیل کمیته‌های شفاف برای آغاز فوری پروژه‌های خدمات‌رسانی و دور نگاه‌داشتن افراد فاسد است اجرایی شود.»  او در ادامه اعلام کرده است که 'این کمیته‌ها برای حل همه مشکلات بصره ۴۵ روز مهلت دارند'. البته به گفته او 'در صورت نیاز به زمان بیشتر این مدت زمان تمدید می‌شود'. مقتدی صدر همچنین در بیانیه خود از ضرورت تشکیل 'یک گروه امنیتی برای حفاظت از بصره و برقراری امنیت در آن' خبر داد.  مقتدی صدر از تظاهرکنندگان خواست تا در ماه میلادی جاری دست به اعتراض و راهپیمایی نزنند تا اوضاع بصره بررسی شود.
38721,sepehrazadi,282353,1397/07/12 02:16:51,,video,1,108152,پاسخ دندان‌شکن زن ایرانی به سلبریتی و هنرپیشه سینما: می‌گی مسیح علی‌نژاد بیاد بره زندان من حجابم رو بر می‌دارم شرافت داشته باش برای نسرین ستوده که الان توی زندانه حجابت رو بردار دروغگو! @SepehrAzadi
12685,Noozhachannel,1010799,1397/08/01 13:27:28,,text,1,150070,شاید این عمیق‌ترین جمله برتراند راسله اون‌جا که نوشته: اگه 'همه انسان‌ها، قدرت جادوییه' خوندنــه، افکار همدیگه‌رو، داشتیم اولین چیزی‌که از بین می‌رفت، عشق بود 'به نظرت: چرا باید یک' فرد با تجربه این‌رو بگه 'داره درست میگه'
164351,esteghlalpage,2078762,1398/06/25 17:05:48,,photo,1,119746,گفتگوی امیرحسین فتحی با خبرگزاری فارس. #قسمت_دوم.  فتحی: بازیکنی که باید سه جلسه محروم شود بخشیده می شود ولی قانون فقط برای استقلال است.  🆔 @EsteghlalPage
44475,mamlekate,293638,1398/08/25 03:32:03,,photo,1,100446,[نمودار ترافیک اینترنت از چند روز گذشته تا امروز] وزارت قطع ارتباطات عملیات رو با اسم رمز کون لق #حق_الناس شروع کرد.  netblocks  ‏چنان با قدرت ریدن تو اینترنت که قشنگ معلومه امروز خبرهایی هست neutrinok @mamlekate
33839,sedaiemardom,405602,1397/12/28 11:00:28,,video,1,196321,🔴 حمایت علی انصاریان از عادل فردوسی‌پور در آنتن زنده شبکه‌ی یک؛ رنگ علی ضیاء پرید!  🆔 @AmadNewsNetwork
5277,MajalePezeshki,2390299,1398/07/11 20:15:04,,photo,1,137187,‏وزیر بهداشت گفته 'کانونHIV در ‎چنارمحمودی معتادان تزریقی و افراد با روابط نامطلوب هستند' !💉  ▫️یعنی ما باید قبول کنیم که اهالی یک روستای محروم اونقد غرق در اعتیاد و فساد بودن که ۴۰برابر سایر نقاط کشور دچار HIV شدن  + کاش اینقد بی وجدان نباشید و اگر کاری براشون نمیکنید، با آبروشون بازی نکنید  @MajalePezeshki
169872,akharinkhabar,3319415,1398/02/14 23:22:52,,text,0,140754,♦️واكنش حسين فريدون به حكم دادگاه بدوي   🔹حسین فریدون در واكنش به محكوم شدنش از سوي دادگاه بدوي به حبس: صرف نظر از نقض صریح قانون در جریان اطلاع‌رسانی این پرونده، اتهامات مطرح شده علیه اینجانب در دادگاه و پاره‌ای از رسانه‌ها را قویاً و مطلقاً رد می‌کنم و به آن معترضم.  🔹به دلیل ریشه نداشتن این اتهامات در واقعیت و به امید صدور حکم عادلانه، جهت اثبات بی‌گناهی خود، درخواست برگزاری دادگاه تجدیدنظر را تسلیم مقامات قضایی خواهم کرد./ایسنا @akharinkhabar
49210,akhbar_roz,367100,1396/11/27 13:44:54,,text,1,204507,تفاوت وصیت ها در گذشته و حالا    🔹وصیت نامه های قدیم:  باغ قلهک واسه مادرتون  خونه امیریه واسه خسرو عمارت تجریش هم واسه مینا   الباقی هم خیرات    🔹وصیت نامه های جدید:  قسط های پراید رو مسعود بده قسط های مسکن مهر رو هم مریم بده که کارمنده قسط های وسایل خونه رو هم رضا بده. به پول یارانه هم دست نزنید واسه مادرتونه 😐☹️😂😄  #بزن_رولینک👇 https://telegram.me/joinchat/BjvC5TwCOUW0v0INtUj7mw
6759,NiazCom,415101,1397/01/14 23:53:51,,photo,1,197816,آمارها نشان می‌دهد پولدارهای ایرانی ۵۱ برابر بیشتر از بی پول‌ها تفریح می‌کنند. @Niazcom
2005,overdosechnl,125,1397/03/05 01:11:12,,audio,0,168239,حق ميدم:)🥀💎.  #نازنین  @overdosechnl
164814,Khabar_Fouri,1444085,1398/07/03 07:41:20,,photo,1,144755,بوريس جانسون نخست وزير انگليس با رييس جمهورى ديدار كرد   روحانی: 🔹اروپا به تعهدات خود در برجام پایبند باشد 🔹انتقاد شديد از بيانيه اخير سه كشور اروپايي و طرح اتهامات بی اساس 🔹انتقاد از كوتاهی لندن در انجام تعهدات خود برای بهره مندی ایران از مزايای اقتصادی برجام  جانسون: 🔹در مقام وزير خارجه برای منصرف كردن دولت آمريكا از خروج از برجام، تلاش های زيادی انجام دادم، ولی متاسفانه موفق نشدم. #بین_المللی  ✅ @Khabar_Fouri
53750,bbcpersian,980913,1398/09/13 23:03:21,,text,0,218647,🔹صدور حکم ۲۹ سال زندان برای هفت کنشگر اجتماعی در ایران  🔻شعبه ۱۵ دادگاه انقلاب تهران، هفت کنشگر اجتماعی را مجموعا به تحمل ۲۹ سال حبس تعزیری محکوم کرد.  🔻این احکام از سوی قاضی ابوالقاسم صلواتی به متهمان ابلاغ شده است. به گزارش هرانا، محکومان رها احمدی، آرمین سورانی، محمد ابوالحسنی، سامان زندیان، معین حاجی زاده، وحید قدیرزاده و لیلا میرغفاری نام دارند.  🔻پیش از این در تاریخ ۱۹ آبان جلسه رسیدگی به اتهامات این افراد برپا شده بود. اتهام مشترک در پرونده این هفت نفر 'اجتماع و تبانی' علیه نظام است.  🔻در گذشته ویدیویی در شبکه‌های اجتماعی منتشر شده بود که این افراد را در حین پخش گل در میان مسافران متروی تهران نشان می‌داد. https://bbc.in/2sDHCVB @bbcpersian
45114,khabarfouri,3467372,1398/05/03 21:40:29,,text,0,143317,🔺 #چند_خبر_کوتاه  🔹رئیس قوه قضائیه: موافق افزایش هزینه دادرسی نیستیم/با ‌دولت‌ در میان گذاشتم که هزینه‌ها‌ را باید کاهش داد.  🔹کمیته روابط خارجی مجلس سنای امریکا قانون تحریم علیه خاندان حاکم بر عربستان سعودی و منع فروش برخی از سلاح ها به ریاض را تایید کرد.  🔹سخنگوی شورای نگهبان: طرح دو فوریتی  راجع به بودجه و تسهیل بدهی وام گیرندگان بانکی رسیدگی شد.  🔹یاهونیوز: مالک شرکت کشتیرانی استنا ایمپرو انگلیس روز پنجشنبه گفت: کلیه خدمه کشتی در ایران می توانند از طریق خط تلفن با خانواده‌های خود تماس داشته باشند.  @khabarfouri
115571,Perspolis,1972473,1398/08/18 18:54:51,,photo,1,153831,وقتی میگیم فدراسیون فوتبال و کمیته‌هاش فاسد و دشمن پرسپولیس هستن از چی حرف می‌زنیم؟  انصاری‌فرد: کمیته انضباطی در حالی رای محرومیت کالدرون را بر اساس شکایت باشگاه استقلال صادر کرده که این باشگاه حق دادرسی برای رسیدگی به این پرونده را پرداخت نکرده اما قبل‌تر از این، شکایت باشگاه پرسپولیس از مدیر رسانه‌ای سپاهان به دلیل پرداخت نشدن حق دادرسی، از سوی کمیته انضباطی پیگیری نشده بود و این یک تبعیض بزرگ از سوی کمیته انضباطی و نشان دهنده رویه موجود و تفاوت در نگاه‌ها است!  🔴 @Perspolis
62158,iranfnews,2762489,1397/11/20 09:24:36,,photo,0,124710,🔺توئیت ترامپ درباره دیدار با رهبر کره شمالی: 🔹دیدار دوم با رهبر کره شمالی در پایان فوریه و در پایتخت ویتنام برگزار می‌شود. 🔹کره شمالی تحت رهبری کیم جونگ‌اون به یک قدرت اقتصادی بزرگ تبدیل خواهد شد. 🔹کره شمالی به یک راکت دیگر متفاوت تبدیل خواهد شد، یک راکت اقتصادی!  @iranfnews
35232,niazcom_ir,1301678,1397/06/07 15:34:39,,animated,1,195392,بیچاره اون کسی که ماشینش رو به این تعمیرگاه سپرده 😐  🇨 hannel  ➣ @NiazCom_ir ™
134094,akharinkhabar,3319415,1397/04/29 20:24:22,,photo,0,198443,♦️امیرعبداللهیان ( دستیار ویژه رئیس مجلس ) : عادل الجبیر در جریان یکی از مذاکرات به بنده گفت در مورد بحرین صحبت نکنیم، چون بحرین جزئی از خاک عربستان است/ خبرگزاری دانشجو  🔹اپ آخرین خبر👇🏻 yon.ir/AsH1b
168421,akhbarefori,2117072,1398/02/09 21:58:17,,video,1,150751,🎥ماجرای افزایش نجومی حق بیمه بیمه شدگان اختیاری چیه؟ @AkhbareFori
38645,khabarfouri,3407681,1398/02/30 06:34:30,,text,1,110525,🔺️'منشی گفت کارت‌خوان نداریم، ۶٠ تومان از عابر بانک بگیرید بیایید.!'*   فاصله عابر‌بانک تا مطب زیاد بود.  گفتم چرا دستگاه پُز ندارید؟  خانم منشی گفت، خودت این را از آقای دکتر بپرس.! گفتم، لابد برای فرار از مالیات است دیگر.! این جناب آقای دکتر مگر بورد تخصصش را از فرانسه نگرفته؟ آنجا یادش ندادند برای مالیات نباید مریض‌هایش را آواره کند؟ این مالیات مگر چند درصد از درآمد ایشان است!؟  فضا متشنج شد.!  جناب دکتر سخنانم را شنید و از مطب آمد بیرون‌ و به من گفت، من شما را ویزیت نمی‌کنم.! لطفا' بروید بیرون.!  ....من نرفتم.   جناب آقای پزشک به منشی اش گفت، تا این آقا نرود مریضی را داخل نفرست.!  پنج دقیقه گذشت،   فقط پنج دقیقه.!!!  توی این پنج دقیقه چندتن از مریض‌ها آمدند جلو و به من گفتند: بخدا حالمان خوب نیست، بروید بیرون بگذار ما هم به زندگی‌مان برسیم.!  همه به من اعتراَض کردند. !!!  هیچکسی اما به دکتر اعتراض نکرد!!!  حس بدی به من دست داد.   حس بازنده‌ها را داشتم.   به خودم گفتم، رضا؛ از حقوق چه کسانی داری دفاع می کنی؟  برای کی و چه کسانی داری دست و پا می‌زنی.؟   این‌ها یکی‌شان حتا حاضر نیست از تو حمایت کند.!  زدم بیرون...   با خودم گفتم: جداً برای چه کسانی داری  دست و پا می‌زنی؟  این مردم...!؟  ( یادداشتی از: رضا جلودارزاده؛ نویسنده و روزنامه نگار)     @khabarfouri
153086,esteghlalpage,2078762,1398/03/13 15:12:21,,photo,1,181998,‏قبلا گفتیم شما برانکو رو با لگد هم نمی‌تونی از ایران بیرون کنی، چون هیچ جای دنیا یه سرمربی اینطوری دستمزدش پنهان و از پرداخت مالیات معاف نمیشه، امکان نداره کشوری هم پیدا کنید که ۲ میلیون دلار به فردی با رزومه برانکو بده و اینطوری با بسیج امکانات بدون زحمت بهش قهرمانی تقدیم کنه   🆔 @EsteghlalPage
3610,eestekhdam_com,470601,1396/11/29 11:06:00,,text,0,106765,♨️📢خبر برگزاری آزمون استخدامی آموزش و پرورش در فرودین ماه سال 97   📋وزیر آموزش و پرورش گفت: احتمالا ظرف دو هفته آینده سهمیه جدیدی که برای آزمون را اعلام خواهیم کرد بر روی تعداد اختلاف نظر وجود دارد اما حدود 18 هزار نفر خواهد بود و در فروردین ماه 97 امیدوارم آزمون برگزار شود.  🔹احتمالا ظرف دو هفته آینده سهمیه جدیدی که برای آزمون تعیین را اعلام خواهیم کرد.  🔹سید محمد بطحایی وزیر آموزش و پرورش اعلام نمود وزارت آموزش و پرورش همواره از عدم مدیریت نیروی انسانی رنج می‌برد و همچنین موضوع کمبود نیروی انسانی برای سال آینده تحصیلی در پایه دوازدهم وجود دارد.  ♨️جمع بندی تمام اخبار آزمون استخدامی آموزش و پرورش  ➡️ https://t.me/eestekhdam_com/3597  ⬅️برای مشاهده صفحه استخدامی آموزش و پرورش به لینک زیر مراجعه نمایید ➡️ www.e-estekhdam.com/?p=150848   📚 کتاب الکترونیکی جامع درس و نکات آموزشی و اصل سوالات آزمونهای استخدامی با پاسخنامه تشریحی ♨️ جامع ترین و کامل ترین منبع مطالعاتی برای آزمون استخدامی آموزش و پرورش ➡️ http://e-estekhdam.com/?p=1253597  📚دانلود سوالات عمومی و تخصصی آموزش و پرورش (با پاسخنامه)  ➡️http://e-estekhdam.com/?p=600235  📌 دوستان خود را از آخرین اخبار استخدام آموزش و پرورش مطلع کنید : 🔗 https://t.me/joinchat/BSDMpTujPdv0GS8fuveTPw
41548,Gilin_Gilin,2634621,1398/05/15 22:37:33,,photo,1,124533,‏اگر مملکت دلسوز داشت الان استان ‎سیستان و بلوچستان به جای اینکه محروم باشه و بعضی از مردمش نان برای خوردن نداشته باشن، الان قطب ‎گردشگری دنیا بود!  + اصلا نمیتونم باور کنم اینا تو ایران باشه 👌  Join → @Gilin_Gilin
142307,akharinkhabar,3319415,1397/07/08 19:18:03,,text,1,266104,🔺ارزش روز هر سهم مشمولان سهام عدالت، ۴ میلیون و ۳۶۰ هزار تومان شد  🔹ارزش سهام عدالت هر یک از مشمولان با توجه به صورتحساب صادر شده برای آنها و میزان دارایی سهم خود،حدود ۴.۳۶ برابر شده است./باشگاه خبرنگاران @Akharinkhabar
37775,sedaiemardom,405602,1398/02/14 10:00:33,,text,1,271283,🔴 دخالت «علی خامنه‌ای» در مصوبه نام‌گذاری خیابان‌های تهران به نام استاد شجریان و دیگر نام‌آوران  چالش- در شرایط بحرانی فعلی، سطح دغدغه‌ها و دخالت‌های علی خامنه‌ای به مصوبات شورای شهر تهران رسیده است.  بیش از ده روز است که مصوبه‌ای در شورای شهر تهران تصویب شده که خیابانی در تهران به نام محمدرضا شجریان نامگذاری شود. همچنین براساس مصوبه شورای شهر تهران خیابان ارغوان به نام هوشنگ ابتهاج، میدان بی‌نام به نام علی حاتمی، کوچه رهبری به نام سیمین دانشور، کوچه‌ای به نام علی معلم، معبری در منطقه ۳ محدوده شهید کلاهدوز به نام منوچهر آتشی، عمران صلاحی، محمد قهرمانی، بیژن ترقی، اسماعیل شاهرودی، پروین دولت آبادی، اخوان ثالث، سیمین بهبهانی، فروغ فرخزاد، فریدون مشیری، محمدعلی سپانلو، سیدکریم امیری فیروزی کوهی، نامگذاری شده است.  اما با گذشت بیش از ده روز از تصویب این مصوبه، محسن هاشمی ریاست شورای شهر تهران از ابلاغ آن به شهرداری خودداری کرده است.  این مخالفت و تحمیل سلیقه شخصی رهبر جمهوری اسلامی در حالی است که منتخبان مردم در شورای شهر با رای ۱۰۰ درصدی خود این نام گذاری‌ها را تصویب کرده بودند.   انتظار این است که ریاست شورای شهر تهران طی روزهای آینده مصوبه را به شهرداری تهران ابلاغ و یا علت عدم ابلاغ آن را به صورت علنی و شفاف بیان کند.   متاسفانه مردم ایران در حال حاضر همچنان در حال دادن هزینه در مسیر سلیقه‌های شخصی علی خامنه‌ای و نزدیکان وی هستند. دامنه دخالت‌ها و سلیقه‌های شخص رهبر، از ارتباط با آمریکا تا نامگذاری یک خیابان را شامل می‌شود.   گویا رهبر ایران با نام سه تن از این نامداران، از جمله استاد شجریان، سيمين بهبهانى و فروغ فرخزاد مخالفت كرده است. زاویه رهبر ایران با محمدرضا شجریان، علیرغم دوستی دیرینه پیش از انقلاب؛ تا حدی است که حتی در سخنرانی خود در سال ۱۳۷۰ گفته بود آن «ربّنا»هایى که شجریان خوانده و در ماه رمضان قبل از اذان مغرب مى‌گذارند، یک کار هنرى است؛ یک کار حالى نیست؛ مناسب نیست که بعد از اذان، کسى بخواهد آن‌طور چیزى را بگذارد؛ نه، بعد از اذان، به نظرم مى‌رسد که همین صداى معمولىِ مسجدىِ ما بهتر و مناسب‌تر باشد.»  عدم وجود یک مجلس خبرگان ناظر و مستقل برای نظارات بر شخص اول مملکت، و نیز دیکتاتوری دینی نهادینه شده در راس حکومت، باعث شده که جامعه ایران طی دهه‌های اخیر دچار از هم فروپاشیدگی اخلاقی و انسانی شود. در کنار آن، تحمیل هزینه‌های سياست ایدئولوژیکی به مردم، باعث بروز فقر و بیکاری و فساد شده است.   سال‌هاست که جامعه ایران با دخالت‌های ریز و درشت خامنه‌ای در امور مختلف، دست به گریبان است و شرایط فعلی خود بهترین گواه برای تعیین کفایت يا عدم کفایت رهبر است.  #شما_دیکتاتور_ندیدید  🆔 @Sedaiemardom
